	Title	Location	Company	Salary	Synopsis	days since post
140	Product Architect - Teamcenter Active Workspace - Major U.S....	Livonia, MI 48150	Siemens	NaN	            As part of the Professional Services team, you will work with Consultants, Solution Architects, Project Managers, Industry Experts and Product Development...	7 days ago
141	Modeling & Simulation Services Manager	Nan	Siemens	NaN	                            As a senior member of the Engineering Consulting Services team, you will be leading a team developing methods and solutions to realize efficiency...	Nan
142	Application Support Engineer - STAR-CCM+ - Northville, MI	Nan	Siemens	NaN	                            Working closely with customers to understand their engineering workflow, the Application Support Engineer proposes solutions and best practices to help the...	Nan
143	Solution Architect - Applications Lifecycle Management (ALM)...	Nan	        Siemens	NaN	                            Design and deliver the solution ensuring that the technical integrity of the solution remains aligned to requirements and value delivery throughout project and...	Nan
144	Enterprise Sales Executive II - PLM Software - Detroit, MI	Livonia, MI 48150	        Siemens	NaN	            The Siemens Digital Factory Division offers a comprehensive portfolio of seamlessly integrated hardware, software and technology-based services in order to...	30+ days ago
145	Automation Controls Engineering Manager - Flexible Location	Troy, MI 48098	        Siemens	NaN	            Bachelorâ€™s degree in Electrical Engineering preferred or equivalent combination of education and experience with >10 years of experience in an engineering role....	7 days ago
146	Senior Estimator/Inside Sales Specialist - Intelligent Traff...	Troy, MI 48098	        Siemens	NaN	            In addition, you will collaborate with procurement, sales, operations, engineering and at times with customers to understand and/or develop the scope of work...	7 days ago
147	Vehicle Thermal Management Applications Engineer - Advanced	Northville, MI	        Siemens	NaN	            In this role, you will be a technical resource and leader for the global Siemens PLM Software company, with responsibilities related to material generation for...	22 days ago
148	Teamcenter Migration Architect - Major US City (Preferred: D...	Livonia, MI 48150	        Siemens	NaN	            BS degree in Mechanical and/or Manufacturing Engineering, Computer Science, Technology or equivalent knowledge of PLM....	7 days ago
149	Software Engineer â€“ Syngo Dynamics: Cardiology image review...	Ann Arbor, MI 48108	        Siemens	NaN	            Participate in team-driven systems software development, conduct full range of software engineering tasks including architectural analysis, database design,...	30+ days ago
150	Automation Network Consultant/Business Developer-Midwest	Troy, MI 48098	        Siemens	NaN	            Typically 8-10 years of successful experience in related field and successful demonstration of Key Responsibilities and Knowledge as presented above....	30+ days ago
151	Sales Account Executive - Building Management Energy Automat...	Plymouth, MI	        Siemens	NaN	            Bachelorâ€™s Degree with an emphasis in engineering or a related technical field. Individual must possess a valid Driverâ€™s license in good standing....	30+ days ago
152	Senior ATMS Sales Engineer - Intelligent Traffic Solutions	Troy, MI 48098	        Siemens	NaN	            Act as technical lead on advanced software solution projects, including generation and review of requirements and design documents, and technical oversight of...	7 days ago
153	Product Architect - Teamcenter Active Workspace - Major U.S....	Livonia, MI 48150	        Siemens	NaN	            BS degree in Mechanical and/or Manufacturing Engineering, Computer Science, Technology or equivalent knowledge of PLM....	7 days ago
154	Modeling & Simulation Services Manager	Nan	        Siemens	NaN	                            MS in Mechanical or Electrical Engineering with 7-10 years of experience related to simulation and testing of control systems for automotive vehicles or...	Nan
155	Application Support Engineer - STAR-CCM+ - Northville, MI	Nan	        Siemens	NaN	                            In Aerospace, Mechanical, Chemical or related field with focus on computational methods and fluid dynamics. Siemens PLM Software, a Plano, Texas-based business...	Nan
156	Solution Architect - Applications Lifecycle Management (ALM)...	Nan	Siemens	NaN	                            Support customer adoption by leveraging the complete Siemens Delivery framework. Solutions Architect â€“ Siemens Polarion â€“ Applications Lifecycle Management -...	Nan
157	Enterprise Sales Executive II - PLM Software - Detroit, MI	Livonia, MI 48150	Siemens	NaN	            CONTRIBUES TO THEBROADER SIEMENS PLM TEAM. Siemens PLM from vendor to trusted advisor. Makes contributions to Siemens PLM outside of Account(s)/territory;...	30+ days ago
158	Automation Controls Engineering Manager - Flexible Location	Troy, MI 48098	Siemens	NaN	            The successful candidate will be a results oriented leader and will coordinate closely with other Siemens business units, as well as being closely aligned with...	7 days ago
159	Senior Estimator/Inside Sales Specialist - Intelligent Traff...	Troy, MI 48098	Siemens	NaN	Siemens Intelligent Traffic Systems. We like to act as a team at Siemens. If you really want to make a difference - make it with Siemens....	7 days ago
160	Vehicle Thermal Management Applications Engineer - Advanced	Northville, MI	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	22 days ago
161	Teamcenter Migration Architect - Major US City (Preferred: D...	Livonia, MI 48150	Siemens	NaN	            Leverage migration best practices and templates for the Siemens PLM Software solution delivered to provide customer value....	7 days ago
162	Software Engineer â€“ Syngo Dynamics: Cardiology image review...	Ann Arbor, MI 48108	Siemens	NaN	            At Siemens Healthineers, we are passionate about enabling healthcare professionals to deliver high quality patient care, and to do so affordably....	30+ days ago
163	Automation Network Consultant/Business Developer-Midwest	Troy, MI 48098	Siemens	NaN	Siemens Industry, Inc. Siemens US Talent Acquisition. As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides....	30+ days ago
164	Sales Account Executive - Building Management Energy Automat...	Plymouth, MI	Siemens	NaN	            Individual must be at least 21 years of age in order to participate in the required Siemens vehicle plan. The Siemens Building Technologies Division is the...	30+ days ago
165	Senior ATMS Sales Engineer - Intelligent Traffic Solutions	Troy, MI 48098	Siemens	NaN	Siemens Intelligent Traffic Solutions. Conduct customer visits to present the Siemens ATMS solutions portfolio and show Siemens value add as the ITS technical...	7 days ago
166	Product Architect - Teamcenter Active Workspace - Major U.S....	Livonia, MI 48150	Siemens	NaN	            Leverage industry best practices and templates for the Siemens PLM Software solution delivered to provide customer value....	7 days ago
167	Modeling & Simulation Services Manager	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	Nan
168	Application Support Engineer - STAR-CCM+ - Northville, MI	Nan	Siemens	NaN	Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and technology-based services in order to support...	Nan
169	Solution Architect - Applications Lifecycle Management (ALM)...	Nan	Siemens	NaN	                            Leverage relevant templates in the leadership of project solutions in own specialist area worldwide, and curate best practices and templates, providing...	Nan
170	Enterprise Sales Executive II - PLM Software - Detroit, MI	Livonia, MI 48150	Siemens	NaN	            Develops important and effective relationships within accountsincluding key Executives, translates customer challenges andopportunities into unique...	30+ days ago
